Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
15422,-1.8833284012268237,-0.6233268130365852,0.36195236482958265,1.8235711560975467,0.279554275521549,-1.1698963366261645,-1.202751765259183,0.1786976934407674,-1.4842336501727804,0.3298225260590533,1.5356370170027986,-0.4956527022014758,-0.5695972531326186,-2.989636832928698,-1.2431670009030642,-1.5288800761329575,1.6167457584645188,-1.0469714167087212,-0.34646444454418807,0.5332809025799469,-0.3908124749231354,1.3330719704542782,1.2479221369438362,0.7246778491350239,-0.33556853860783276,-0.36058785350900574,-1.1959086335938562,0.5927209293113204,32.11,0
133739,1.1304778427875717,-0.48470199686700755,2.63166768146794,-0.21050675859271634,-0.32606715300957895,1.8358576818172005,-1.2341772182395099,1.4131486488005356,0.3550407845954474,1.217027154259575,1.105417540631358,1.7952099477292878,0.2248075783192787,-2.0811385873184323,2.21177628755058,1.1255979297852794,1.6570360017582388,0.3431015122029212,0.1552276416068224,0.16555631757531716,-1.1367373237725205,-0.8756179614184327,0.5720901360979445,-0.10620821317529605,-0.6208585018104907,-1.4070593937546017,-1.36496317074056,1.4236987529464498,43.91,0
113109,1.182724860717409,-1.367363064264467,0.811476570536227,0.02202475696767582,-0.9551411360252129,0.653774547033398,0.18341357586181334,1.3387049382257774,0.6576409381555182,-0.6617157523482304,0.28248257613700184,-1.3970526798240785,-1.6199861429866689,-0.842167147835619,0.01645402548572876,-1.929934062093754,-0.058960651248514795,-1.7892694063061392,-1.43986985173186,-0.20229616142012932,-0.2184459207197033,1.78254357227842,0.1656378172591809,-0.8519704472890595,-0.7633320150364817,-0.7263071404871932,-1.0974833016434713,-1.2573423944946995,4.8,0
75838,-0.47436681440649864,-0.036271654493873144,-0.9187739286678264,-0.5627072946861797,-0.4968166246726531,0.32578602939823026,-1.027911734680988,0.2686609731828997,-0.8600435472325689,1.3067332850058353,-0.7228875851416684,-0.9484923864809662,1.1870622041621814,-0.14066322711015786,-1.10476759044519,1.0725634464463054,1.201988115205997,0.44722579033906673,-0.6883850760691606,0.09439863250478563,1.0224818832746618,-1.0368360898772941,0.4478663210884484,-0.2131267469815714,-0.0827026007159055,0.8616250273929504,-1.0746450652914397,0.40698836395400345,8.14,0
74825,0.5212759304540885,-0.2682522122632316,-0.41080167183476823,-0.19175741552507927,0.8967671275361967,-0.539803894029763,-0.7131401685347325,-0.664154720364217,1.4465096391229286,-0.053589616270095966,-1.057787168225946,-0.10879464486009859,-1.5036145119557507,-0.3556206298330582,1.6439053230190503,-1.282960340895309,0.38676237974377164,1.060580942811861,-1.8300283055496283,0.1946269838055539,-1.925181567734888,-2.263543634584971,-0.9123782041019722,-0.004748374656770766,0.372799060503365,1.1677761351200082,0.7302204880746466,0.3276776487592909,13.56,0
148365,-0.2170987240605085,1.82269766633683,-0.7098086600947164,-0.6773934165095541,0.5663883256911985,-1.0127947704052436,-0.3744358038991566,-0.8494005584011146,0.6436103929333781,0.249065753679053,0.15793475987232397,0.1153440115279004,-1.4496609276625372,-0.14006759802234842,-0.8205558342741556,0.40671484716673845,-0.32209643536281996,0.6841892074999386,-0.06655440992359893,-0.5221656284642096,-0.029674216804423052,0.17399603853788226,-0.03374546340461444,-0.48808817544778804,1.137226260111734,0.6414422740408956,-0.6682969411993316,-0.21873550754550786,3.56,0
14851,0.24190839501486613,0.859235386966303,0.8577045873396045,-1.0729975312782598,-0.8712372694741898,-0.7125392474244975,3.159444946672146,0.053226908900281734,-0.44334763360327645,-0.015134923517815802,1.1065059592081958,-0.07497789362403921,-0.6597029619930318,-0.10423069579110912,-1.5430804136549643,-1.057983213143628,0.6980117757005799,-0.07512304237540517,-0.33700075894924286,0.16692778336915406,-1.2113391574252863,-0.7948730993695639,-0.27776666454462556,0.6765987027703573,-0.8407036070203768,0.5720861678617021,-2.8136311431521923,-0.6367597664567808,12.69,0
120505,-1.14725942324315,-0.5146511130489596,1.1535512155576928,-1.9556497918275408,-0.6322046029310189,-0.7059197418242121,1.560203993728038,-0.18090364844833326,0.141247975094518,-2.1980595175008784,-0.017876211498231463,-0.4819804945279226,-0.17978475395947155,-0.8918594421434827,-1.1601865029172613,-0.08656281037903656,1.4373558700881217,-0.21188168189973203,0.19056596875120488,1.0244658485643838,0.14312286802584323,0.8738411666718637,-1.4204805228507933,-2.2130066647886744,0.4433797898668866,0.7580004821660535,0.7958289604564667,0.16776712186916767,3.96,0
34813,0.6224926232399093,-1.6662329521125243,1.7162874384536497,-0.6953496545611714,-0.6125598829396748,0.6934991823001642,-0.3770001280547972,0.6565101770097204,2.0927228782481038,0.5656978944876401,0.5551629277266497,-0.48398920373734644,1.4134717875518286,-1.0929130430415792,0.7844701851066662,-1.0350928627761662,0.5926915611620579,-0.4655045131931291,0.9921216894424868,0.4822632364406139,-0.43292124634797985,-0.8778586220481138,1.305863051413066,0.12110316161842907,1.0024905627919838,0.21991428291371198,2.2373325389877743,0.5442564112885864,12.17,0
16273,-1.6411852302244163,-2.283670512244,-0.332370445951579,-0.6264690309449913,0.16607509085730152,0.3219251958688901,1.839365142571349,1.7720030107133964,1.453926254578677,-0.23288523026339367,-0.15861114319670852,0.09647617133017358,0.514992439793263,-0.47789652141375594,-0.5641475710849788,0.4685882486752645,1.4498461222603691,-0.7868282624216882,0.1573156937514797,0.9703895941368548,0.443341579346128,0.055601621642686755,1.4923577183013372,-0.8019338808827114,1.3699112264722595,0.21061454162540152,0.7576819990805197,-1.965146335061253,4.37,0
